htitem_id	title	author	date	rights	OCLC	LCCN	ISBN	catalog_url	handle_url
umn.31951001994701a	The bravo's secret, or, The spy of the ten : a Venetian story of the fourteenth century. 	Cobb, Sylvanus, 1823-1887.	1887-00-00	1	11759488			https://catalog.hathitrust.org/Record/012155246	https://hdl.handle.net/2027/umn.31951001994701a
mdp.39015059415847	The case of Mrs. Wingate / by Oscar Micheaux. 	Micheaux, Oscar, 1884-1951.	1945-00-00	1	3064518			https://catalog.hathitrust.org/Record/000695162	https://hdl.handle.net/2027/mdp.39015059415847
mdp.39015055316510	Caybigan / by James Hopper. 	Hopper, James, 1876-1956.	1906-00-00	1	8217209			https://catalog.hathitrust.org/Record/000624513	https://hdl.handle.net/2027/mdp.39015055316510
inu.30000006241354	Chap-books and folk-lore tracts / First series. edited by  G.L. Gomme and H.B. Wheatley. v.1	Wheatley, Henry Benjamin, 1838-1917. Gomme, George Laurence, 1853-1916. Villon Society.	1885-00-00	1	1075984	a34000894		https://catalog.hathitrust.org/Record/001370150	https://hdl.handle.net/2027/inu.30000006241354
hvd.32044013670567	Charlie Codman's cruise : a story for boys / by Horatio Alger, Jr. 	Alger, Horatio, 1832-1899.	1867-00-00	1	7788278			https://catalog.hathitrust.org/Record/011542020	https://hdl.handle.net/2027/hvd.32044013670567
nyp.33433082180443	The Children's hour / selected and arranged by Eva March Tappan. v.5	Tappan, Eva March, 1854-1930.	1907-00-00	1	6358893			https://catalog.hathitrust.org/Record/004981214	https://hdl.handle.net/2027/nyp.33433082180443
mdp.39015035102691	Children's literature: 	Pierpont Morgan Library.	1954-00-00	1	1999842	54012804		https://catalog.hathitrust.org/Record/001167661	https://hdl.handle.net/2027/mdp.39015035102691
mmet.ark:/13960/t96703n47	Christian herald v.42, 1919		1919-00-00	1	60625663			https://catalog.hathitrust.org/Record/100660297	https://hdl.handle.net/2027/mmet.ark:/13960/t96703n47
njp.32101068602307	The circular staircase. 	Rinehart, Mary Roberts, 1876-1958.	1908-00-00	1	26684928			https://catalog.hathitrust.org/Record/008973706	https://hdl.handle.net/2027/njp.32101068602307
mdp.39076002449101	Cliff cottage picture stories. 		1910-00-00	1	52095442			https://catalog.hathitrust.org/Record/009926947	https://hdl.handle.net/2027/mdp.39076002449101
hvd.32044022409684	The Comic album: a book for every table. v.1843		1844-00-00	1	26653604			https://catalog.hathitrust.org/Record/009730430	https://hdl.handle.net/2027/hvd.32044022409684
umn.31951000891020s	The coral island : a tale of the Pacific Ocean / by Robert Michael Ballantyne ; with illustrations by the author. 	Ballantyne, R. M. 1825-1894.	1859-00-00	1	2949485			https://catalog.hathitrust.org/Record/012189146	https://hdl.handle.net/2027/umn.31951000891020s
njp.32101079666804	Crime &amp; punishment, a novel in six parts and an epilogue, by Fyodor Dostoevsky, from the Russian by Constance Garnett 	Dostoyevsky, Fyodor, 1821-1881.	1914-00-00	1	15787884	14019364		https://catalog.hathitrust.org/Record/009038096	https://hdl.handle.net/2027/njp.32101079666804
hvd.32044014357925	The czar's spy, the mystery of a silent love, by Chevalier William Le Queux. 	Le Queux, William, 1864-1927.	1905-00-00	1	7482682	05036289		https://catalog.hathitrust.org/Record/000785369	https://hdl.handle.net/2027/hvd.32044014357925
mdp.39076002660467	Dark treasure / by William MacMillan ; illustrated by Edward A. Poucher. 	MacMillan, William, 1890-	1943-00-00	1	34338986			https://catalog.hathitrust.org/Record/009930253	https://hdl.handle.net/2027/mdp.39076002660467
mdp.39015020704071	Daughter of the sky : the story of Amelia Earhart / Paul L. Briand. 	Briand, Paul L.	1960-00-00	1	684691	60005457		https://catalog.hathitrust.org/Record/001039363	https://hdl.handle.net/2027/mdp.39015020704071
inu.32000000658031	A daughter of the snows / by Jack London ... ; with illustrations in color by Frederick C. Yohn. 	London, Jack, 1876-1916.	1902-00-00	1	2109697	02024248		https://catalog.hathitrust.org/Record/006058832	https://hdl.handle.net/2027/inu.32000000658031
osu.32435054743224	The day of Resis/ by Lillian Frances Mentor ; illustrated by Harry L. V. Parkhurst. 	Mentor, Lillian Frances.	1897-00-00	1	6739989	07025880		https://catalog.hathitrust.org/Record/100587221	https://hdl.handle.net/2027/osu.32435054743224
uiug.30112084220299	"The death ship, a strange story; an account of a cruise in ""The Flying Dutchman,"" collected from the papers of the late Mr. Geoffrey Fenton, of Poplar, master mariner. 1 By W. Clark Russell v.1"	Russell, William Clark, 1844-1911.	1888-00-00	1	4469519	43036620		https://catalog.hathitrust.org/Record/008719219	https://hdl.handle.net/2027/uiug.30112084220299
miun.abk1249.0001.001	Dikes and ditches : or, Young America in Holland and Belgium. A story of travel and adventure / By Oliver Optic [pseud.]. 	Optic, Oliver, 1822-1897.	1874-00-00	1	18213790			https://catalog.hathitrust.org/Record/000324013	https://hdl.handle.net/2027/miun.abk1249.0001.001
nyp.33433074961735	The double traitor / by E. Phillips Oppenheim ; with frontispiece by Clarence F. Underwood. 	Oppenheim, E. Phillips 1866-1946.	1915-00-00	1	5155419	15011000		https://catalog.hathitrust.org/Record/007667750	https://hdl.handle.net/2027/nyp.33433074961735
mdp.39015000621097	A dream of kings. 	Grubb, Davis, 1919-1980.	1955-00-00	1	1335837	55009671/L		https://catalog.hathitrust.org/Record/000432798	https://hdl.handle.net/2027/mdp.39015000621097
nyp.33433081764130	A drum's story : and other tales / by Delavan S. Miller ... 	Miller, Delavan S.	1909-00-00	1	3139997	09028272		https://catalog.hathitrust.org/Record/008653671	https://hdl.handle.net/2027/nyp.33433081764130
mdp.39015049004305	The English and Scottish popular ballads. v.1	Child, Francis James, 1825-1896.	1898-00-00	1	963172	08013590		https://catalog.hathitrust.org/Record/001016880	https://hdl.handle.net/2027/mdp.39015049004305
nyp.33433082514351	The Evening museum: a collection of deeply interesting tales and legends. Together with several affecting narratives and surprising adventures. 		1840-00-00	1	21465945			https://catalog.hathitrust.org/Record/008654962	https://hdl.handle.net/2027/nyp.33433082514351
mdp.39076002719966	The exciting adventures of Waldo / by Earl and Linette Burton ; illustrated by Helen Stone. 	Burton, Earl, 1916-	1945-00-00	1	17452536			https://catalog.hathitrust.org/Record/009930759	https://hdl.handle.net/2027/mdp.39076002719966
mdp.39076002647795	Exit Betty / by Grace Livingston Hill. 	Hill, Grace Livingston, 1865-1947.	1920-00-00	1	7213669			https://catalog.hathitrust.org/Record/009930001	https://hdl.handle.net/2027/mdp.39076002647795
nyp.33433082463278	Explorations and adventures in equatorial Africa : with accounts of the manners and customs of the people, and of the chase of the gorilla, the crocodile, leopard, elephant, hippopotamus, and other animals / by Paul B. Du Chaillu. 	Du Chaillu, Paul B. 1835-1903.	1861-00-00	1	2510070	05009145/rev.		https://catalog.hathitrust.org/Record/001609519	https://hdl.handle.net/2027/nyp.33433082463278
uc1.$b112508	Forward, commandos! / Margery Bianco ; illustrated by Rafaello Busoni. 	Bianco, Margery Williams, 1881-1944.	1944-00-00	1	8611382	44007724		https://catalog.hathitrust.org/Record/006607426	https://hdl.handle.net/2027/uc1.$b112508
osu.32435082247362	"Foxy grandpa rides the goat / illustrated by ""Bunny"" "	Bunny, 1866-1939.	1908-00-00	1	68906215			https://catalog.hathitrust.org/Record/100634359	https://hdl.handle.net/2027/osu.32435082247362
mdp.39076002700347	Frank Merriwell's bravery / by Burt L. Standish. 	Standish, Burt L., 1866-1945.	1903-00-00	1	37602652			https://catalog.hathitrust.org/Record/009930600	https://hdl.handle.net/2027/mdp.39076002700347
hvd.32044015457559	The further adventures of Jimmie Dale / By Frank L. Packard. 	Packard, Frank L. 1877-1942.	1917-00-00	1	4257118			https://catalog.hathitrust.org/Record/007669112	https://hdl.handle.net/2027/hvd.32044015457559
osu.32435018195867	Futility, by Morgan Robertson .. 	Robertson, Morgan, 1861-1915.	1898-00-00	1	11323841	07041958		https://catalog.hathitrust.org/Record/100587244	https://hdl.handle.net/2027/osu.32435018195867
mdp.39015024086335	Gaudenzia, pride of the Palio; illustrated by Lynd Ward. 	Henry, Marguerite, 1902-1997.	1960-00-00	1	303510	60008264		https://catalog.hathitrust.org/Record/001031362	https://hdl.handle.net/2027/mdp.39015024086335
chi.39693884	A general history of the pyrates, from their first rise and settlement in the island of Providence, to the present time; with the remarkable actions and adventures of the two female pyrates Mary Read and Anne Bonny. To which is added a short abstract of the statute and civil law in relation to pyracy. By Captain Charles Johnson c.1 v.1	Defoe, Daniel, 1661?-1731,	1728-00-00	1	4396437			https://catalog.hathitrust.org/Record/100734808	https://hdl.handle.net/2027/chi.39693884
pst.000020202286	Godey's magazine. v.74-75 Jan.-Dec.1867	Hale, Sarah Josepha Buell, 1788-1879, Godey, Louis Antoine, 1804-1878	1867-00-00	1		46040247//r83		https://catalog.hathitrust.org/Record/012266472	https://hdl.handle.net/2027/pst.000020202286
mdp.39076002199102	The Golden Flash / by May McNeer ; illustrated by Lynd Ward. 	McNeer, May, 1902-1994.	1947-00-00	1	28520468			https://catalog.hathitrust.org/Record/009926198	https://hdl.handle.net/2027/mdp.39076002199102
uiug.30112040256536	The gorilla hunters : a tale of the wilds of Africa / by R.M. Ballantyne. 	Ballantyne, R. M. 1825-1894.	1873-00-00	1	48457032			https://catalog.hathitrust.org/Record/100223757	https://hdl.handle.net/2027/uiug.30112040256536
osu.32435051465326	Graham's magazine. v.18 1841	Poe, Edgar Allan, 1809-1849. Graham, George R.	1841-00-00	1	6924388	ca07002101		https://catalog.hathitrust.org/Record/006057556	https://hdl.handle.net/2027/osu.32435051465326
hvd.32044021658216	Great short stories : a new collection of famous examples from the literatures of France, England and America / ed. by William Patten. v.1	Patten, William, 1868-1936,	1909-00-00	1	10325169			https://catalog.hathitrust.org/Record/008654250	https://hdl.handle.net/2027/hvd.32044021658216
hvd.32044024474579	Greenmantle, by John Buchan. 	Buchan, John, 1875-1940.	1916-00-00	1	1983353,9249964	16022977		https://catalog.hathitrust.org/Record/000585855	https://hdl.handle.net/2027/hvd.32044024474579
coo1.ark:/13960/t40s0b68h	Guert Ten Eyck; a hero story, by W.O. Stoddard ... Illustrations by F.T. Merrill 	Stoddard, William O., 1835-1925.	1893-00-00	1	2733036	08034321		https://catalog.hathitrust.org/Record/100764967	https://hdl.handle.net/2027/coo1.ark:/13960/t40s0b68h
mdp.39076002652126	Gypsies of the air / by Bess Moyer. 	Moyer, Bess.	1932-00-00	1	4876629			https://catalog.hathitrust.org/Record/009930183	https://hdl.handle.net/2027/mdp.39076002652126
mdp.39076002582083	Haunt of High Island / Bernice C. Wexstaff ; illustrated by Harold E. Kohn. 	Wexstaff, Bernice C.	1958-00-00	1	14169729			https://catalog.hathitrust.org/Record/009928958	https://hdl.handle.net/2027/mdp.39076002582083
uc1.d0002453082	Helicopter rescue sense / issued by the Aviation Training Division. 	United States. Office of the Chief of Naval Operations.	1954-00-00	1	11098357			https://catalog.hathitrust.org/Record/101798046	https://hdl.handle.net/2027/uc1.d0002453082
dul1.ark:/13960/t6834qb4k	Heloise: or The siege of Rhodes. A legendary tale. By the author of Maria: or, The generous rustic. To which is added, Harriet: or, The vicar's tale .... v.1	Berkeley, George Monck, 1763-1793.	1788-00-00	1	31480481			https://catalog.hathitrust.org/Record/010942313	https://hdl.handle.net/2027/dul1.ark:/13960/t6834qb4k
ien.35556006937460	The hero of the north, an historical play, by Mr. Dimond, jun. Performed at the Theatre-Royal, Drury-Lane, with unbounded applause. 	Kelly, Michael, 1762-1826.	1803-00-00	1	12862515			https://catalog.hathitrust.org/Record/011922378	https://hdl.handle.net/2027/ien.35556006937460
nc01.ark:/13960/t9v134v87	Heroes every child should know : tales for young people of the world's heroes in all ages / edited by Hamilton Wright Mabie ; illustrated and decorated by Blanche Ostertag. 	Ostertag, Blanche. Mabie, Hamilton Wright, 1846-1916.	1907-00-00	1	781296207			https://catalog.hathitrust.org/Record/012193801	https://hdl.handle.net/2027/nc01.ark:/13960/t9v134v87
nnc1.cu56121679	The influence of E. T. A. Hoffmann on the tales of Edgar Allan Poe, by Palmer Cobb. 	Cobb, Palmer, 1880-	1908-00-00	1	3821964	08022525		https://catalog.hathitrust.org/Record/001783523	https://hdl.handle.net/2027/nnc1.cu56121679
mdp.39015074363857	Jack Harkaway and the red dragon / by Bracebridge Hemyng. 	Hemyng, Bracebridge, 1841-1901.	1904-00-00	1	55669987			https://catalog.hathitrust.org/Record/005041783	https://hdl.handle.net/2027/mdp.39015074363857
hvd.hn5p18	Jimmie Dale and the phantom clue, by Frank L. Packard ... 	Packard, Frank L. 1877-1942.	1922-00-00	1	1827475	22020537		https://catalog.hathitrust.org/Record/009776231	https://hdl.handle.net/2027/hvd.hn5p18
umn.31951000932635f	Jungle tales of Tarzan / illustrated by J. Allen St. John. 	Burroughs, Edgar Rice, 1875-1950.	1919-00-00	1	2208700			https://catalog.hathitrust.org/Record/100660096	https://hdl.handle.net/2027/umn.31951000932635f
coo1.ark:/13960/t6xw5048b	Kim / by Rudyard Kipling ... 	Kipling, Rudyard, 1865-1936.	1901-00-00	1	236914	08002109		https://catalog.hathitrust.org/Record/001422377	https://hdl.handle.net/2027/coo1.ark:/13960/t6xw5048b
hvd.32044092664325	The Ladies' companion. v.9-10 (1838-39)	Poe, Edgar Allan, 1809-1849.	1839-00-00	1	6444302	sn77020321		https://catalog.hathitrust.org/Record/006890820	https://hdl.handle.net/2027/hvd.32044092664325
mdp.39015085433095	Lake breezes : or, The cruise of the Sylvania / By Oliver Optic. 	Optic, Oliver, 1822-1897.	1878-00-00	1	1251268			https://catalog.hathitrust.org/Record/005661849	https://hdl.handle.net/2027/mdp.39015085433095
uiug.30112002652011	The land of mystery / by Edward S. Ellis. 	Ellis, Edward Sylvester, 1840-1916.	1901-00-00	1	46705437	01026052		https://catalog.hathitrust.org/Record/100221605	https://hdl.handle.net/2027/uiug.30112002652011
nyp.33433082303730	Larry Dexter and the stolen boy, or, A young reporter on the lakes / by Howard R. Garis. 	Garis, Howard Roger, 1873-1962.	1912-00-00	1	24773969			https://catalog.hathitrust.org/Record/008689200	https://hdl.handle.net/2027/nyp.33433082303730
mdp.39015078555755	The life and adventures of Robinson Crusoe. Embellished with elegant engravings. 	Defoe, Daniel, 1661?-1731.	1809-00-00	1	67409780			https://catalog.hathitrust.org/Record/001369926	https://hdl.handle.net/2027/mdp.39015078555755
mdp.39076002365133	Little Jack Rabbit's adventures / by David Cory ; illustrated by H.S. Barbour. 	Cory, David, b. 1872.	1921-00-00	1	3044373			https://catalog.hathitrust.org/Record/009927318	https://hdl.handle.net/2027/mdp.39076002365133
nyp.33433082520143	The lock and key library; the most interesting stories of all nations. v. 1	Hawthorne, Julian, 1846-1934,	1915-00-00	1	9147235			https://catalog.hathitrust.org/Record/008654236	https://hdl.handle.net/2027/nyp.33433082520143
uc1.b3114403	Lola the Bear; a tale for men and boys, by Henry Milner Rideout, illustrations by Lynd Kendall Ward. 	Rideout, Henry Milner, 1877-1927.	1928-00-00	1	1829897	28019548		https://catalog.hathitrust.org/Record/007936711	https://hdl.handle.net/2027/uc1.b3114403
mdp.39015005677029	The long night. 	Caidin, Martin, 1927-	1956-00-00	1	961325	56006287/L		https://catalog.hathitrust.org/Record/000622552	https://hdl.handle.net/2027/mdp.39015005677029
osu.32435013626221	Long-armed Sampson: or, The scout of the silver pond.  A Revolutionary story. 	Curtis, Newton Mallory.	1871-00-00	1	6119734			https://catalog.hathitrust.org/Record/100110707	https://hdl.handle.net/2027/osu.32435013626221
uc1.31175035205676	Love in a village; a comic opera. As it is performed at the Theatre Royal in Covent-Garden. 	Bickerstaff, Isaac, 1735-1812.	1767-00-00	1	30006599			https://catalog.hathitrust.org/Record/100115133	https://hdl.handle.net/2027/uc1.31175035205676
mdp.39015006971371	Malaeska, the Indian wife of the white hunter, by Mrs. Ann S. Stephens. 	Stephens, Ann S. 1810-1886.	1929-00-00	1	1343544	29029969		https://catalog.hathitrust.org/Record/000123797	https://hdl.handle.net/2027/mdp.39015006971371
hvd.hwkd1n	The man who laughs / by Victor Hugo v.1	Hugo, Victor, 1802-1885	1888-00-00	1	6502113	07005870		https://catalog.hathitrust.org/Record/100523951	https://hdl.handle.net/2027/hvd.hwkd1n
uc1.b4098268	Mario, a Mexican boy's adventure. Illustrated by Ronni Solbert 	Garthwaite, Marion, b. 1893.	1960-00-00	1	216677325,2417607	60012792/L		https://catalog.hathitrust.org/Record/006153232	https://hdl.handle.net/2027/uc1.b4098268
gri.ark:/13960/t7np2bq8p	Marmion, a tale of Flodden Field / by Walter Scott, esq. 	Scott, Walter, 1771-1832.	1808-00-00	1	8167380			https://catalog.hathitrust.org/Record/009255462	https://hdl.handle.net/2027/gri.ark:/13960/t7np2bq8p
mdp.39015078569954	Marooned on Australia; being the narration by Diedrich Buys of his discoveries and exploits in Terra Australis Incognita about the year 1630. By Ernest Favenc ... 	Favenc, Ernest, 1846-1908.	1896-00-00	1	16075864			https://catalog.hathitrust.org/Record/001419730	https://hdl.handle.net/2027/mdp.39015078569954
hvd.hxczr2	Masterpieces of adventure ... ed. by Nella Braddy. v.1	Braddy, Nella, 1894-	1921-00-00	1	2161611	21004510		https://catalog.hathitrust.org/Record/100561561	https://hdl.handle.net/2027/hvd.hxczr2
