htid	access	rights	ht_bib_key	description	source	source_bib_num	oclc_num	isbn	issn	lccn	title	imprint	rights_reason_code	rights_timestamp	us_gov_doc_flag	rights_date_used	pub_place	lang	bib_fmt	collection_code	content_provider_code	responsible_entity_code	digitization_agent_code	access_profile_code	author	catalog_url	handle_url
coo1.ark:/13960/t14m9rs29	1	pd	1390398		COO	4437870	3788648			4-3037/6	Studies Of Good And Evil 	D. Appleton and Company, 1915.	bib	2015-07-20 12:26:00	0	1915	nyu	eng	BK	COO	cornell	cornell	cornell-ms	open	Royce, Josiah, 1855-1916.	https://catalog.hathitrust.org/Record/1390398	https://hdl.handle.net/2027/coo1.ark:/13960/t14m9rs29
miun.ajh1529.0001.001	1	pd	1939968		MIU	990019399680106381	8355521			71219899	Success Of Evil 	Congregational Pub. Society, 1873.	bib	2012-09-14 13:30:33	0	1873	mau	eng	BK	MIU	umich	umich	lit-dlps-dc	open	Kedzie, A. S.	https://catalog.hathitrust.org/Record/1939968	https://hdl.handle.net/2027/miun.ajh1529.0001.001
pst.000001223767	1	pdus	12360655	v.1	PST	a1015557				a  12001040,a12001040	Summum Bonum. Evander Bradley Mcgilvary	The University press, 1904.	bib	2014-07-02 03:33:50	0	1904	xx 	eng	BK	PST	psu	psu	google	google	McGilvary, Evander Bradley, 1864-1953.	https://catalog.hathitrust.org/Record/12360655	https://hdl.handle.net/2027/pst.000001223767
aeu.ark:/13960/t0ft9r806	1	pd	100288915		AEU	6280017	861561845	0665626738,9780665626739			Tenure Of Property, And Nature And Quality Of Evil Two Essays / By R.B. Wiggins.	s.n.], 1863	bib	2014-09-16 03:50:29	0	1863	nkc	eng	BK	AEU	ualberta	ualberta	ia	open	Wiggins, R. B.	https://catalog.hathitrust.org/Record/100288915	https://hdl.handle.net/2027/aeu.ark:/13960/t0ft9r806
uc1.b3922587	1	pd	1639942		UC	GLAD168062890-B	3908335			a  49001082,a49001082	Theory Of Evil In The Metaphysics Of St. Thomas And Its Contemporary Significance, By Sister Mary Edwin Decoursey, S.C.L.	Catholic Univ. of America Press, 1948.	ren	2009-08-13 07:00:07	0	1948	xx 	eng	BK	NRLF	universityofcalifornia	universityofcalifornia	google	google	DeCoursey, Mary Edwin, Sister, 1922-	https://catalog.hathitrust.org/Record/1639942	https://hdl.handle.net/2027/uc1.b3922587
coo1.ark:/13960/t3nw0254g	1	pd	1389886	v.1	COO	4412017	229798343,2721847,6579226	0837063108,9780837063102		07018191	Theory Of Good And Evil 	Clarendon Press, 1907.	add	2016-01-22 05:25:05	0	1907	enk	eng	BK	COO	cornell	cornell	cornell-ms	open	Rashdall, Hastings, 1858-1924.	https://catalog.hathitrust.org/Record/1389886	https://hdl.handle.net/2027/coo1.ark:/13960/t3nw0254g
nnc1.cr59911255	1	pd	8413570		NNC	4614133	7877896				Theory Of The Moral System 	Free Press Association, 1890.	bib	2010-09-23 20:32:29	0	1890	vtu	eng	BK	NNC	columbia	columbia	google	google	Cook, E. W.	https://catalog.hathitrust.org/Record/8413570	https://hdl.handle.net/2027/nnc1.cr59911255
pst.000011508571	1	pd	8002489		PST	a159667	316825280				Unity Of Good.	E. J. Foster Eddy, [1891].	bib	2021-01-20 16:46:23	0	1891	xx 	eng	BK	PST	psu	psu	google	google	Eddy, Mary Baker, 1821-1910.	https://catalog.hathitrust.org/Record/8002489	https://hdl.handle.net/2027/pst.000011508571
hvd.hn5gyq	1	pd	5265049		HVD	003797791	1160396,41091292			17013014	Up The Baltic, Or, Young America In Norway, Sweden, And Denmark 	Lee and Shepard, Publishers ; Lee, Shepard and Dillingham, nos. 47 and 49 Greene St., [1871]	bib	2012-05-31 19:34:19	0	1871	mau	eng	BK	HVD	harvard	harvard	google	google	Optic, Oliver, 1822-1897,	https://catalog.hathitrust.org/Record/5265049	https://hdl.handle.net/2027/hvd.hn5gyq
hvd.32044081772436	1	pd	9721460		HVD	003625443	6363441				View Of The Human Heart 	To be Had of Erasmus H. Simon, 1832.	bib	2011-04-30 12:25:28	0	1832	enk	eng	BK	HVD	harvard	harvard	google	google	Simon, Barbara Allan.	https://catalog.hathitrust.org/Record/9721460	https://hdl.handle.net/2027/hvd.32044081772436
hvd.hnnleu	1	pd	11610032		HVD	002251843	6166278				Whatever Is, Is Right.	Berry, Colby [c1860] 1861.	bib	2012-06-04 10:27:28	0	1861	mau	eng	BK	HVD	harvard	harvard	google	google	Child, A. B. 1813-1879.	https://catalog.hathitrust.org/Record/11610032	https://hdl.handle.net/2027/hvd.hnnleu
umn.319510008981580	1	pd	100618417		UMN	9943696780001701	230935843				Wood Island Light 	Hurst and Company, ©1895.	bib	2015-02-14 03:25:52	0	1895	nyu	eng	BK	UMN	umn	umn	google	google	Otis, James, 1848-1912.	https://catalog.hathitrust.org/Record/100618417	https://hdl.handle.net/2027/umn.319510008981580
hvd.hwldxu	1	pd	7690533		HVD	002433830	20734031	083704328X,9780837043289			World And Its God By Philip Mauro.	Morgan & Scott, 1908.	bib	2014-10-25 03:47:28	0	1908	ilu	eng	BK	HVD	harvard	harvard	google	google	Mauro, Philip, 1859-1952.	https://catalog.hathitrust.org/Record/7690533	https://hdl.handle.net/2027/hvd.hwldxu
